quantile,geo,TIME_PERIOD,OBS_VALUE
Eighth decile,Greece,2005,12.5
Eighth decile,Greece,2006,12.4
Eighth decile,Greece,2007,12.4
Eighth decile,Greece,2008,12.3
Eighth decile,Greece,2009,12.3
Eighth decile,Greece,2010,12.1
Eighth decile,Greece,2011,12.5
Eighth decile,Greece,2012,12.7
Eighth decile,Greece,2013,12.6
Eighth decile,Greece,2014,12.4
Eighth decile,Greece,2015,12.5
Eighth decile,Greece,2016,12.7
Eighth decile,Greece,2017,12.5
Eighth decile,Greece,2018,12.4
Eighth decile,Greece,2019,12.4
Eighth decile,Greece,2020,12.4
Eighth decile,Greece,2021,12.5
Eighth decile,Spain,1995,13.0
Eighth decile,Spain,1996,12.0
Eighth decile,Spain,1997,13.0
Eighth decile,Spain,1998,13.0
Eighth decile,Spain,1999,13.0
Eighth decile,Spain,2000,12.0
Eighth decile,Spain,2001,12.0
Eighth decile,Spain,2004,12.6
Eighth decile,Spain,2005,12.7
Eighth decile,Spain,2006,12.7
Eighth decile,Spain,2007,12.7
Eighth decile,Spain,2008,12.5
Eighth decile,Spain,2009,12.6
Eighth decile,Spain,2010,12.6
Eighth decile,Spain,2011,12.7
Eighth decile,Spain,2012,12.9
Eighth decile,Spain,2013,12.8
Eighth decile,Spain,2014,13.0
Eighth decile,Spain,2015,12.9
Eighth decile,Spain,2016,12.9
Eighth decile,Spain,2017,12.9
Eighth decile,Spain,2018,12.8
Eighth decile,Spain,2019,12.8
Eighth decile,Spain,2020,12.8
Eighth decile,Spain,2021,12.9
Eighth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2008,12.0
Eighth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2009,12.1
Eighth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2010,12.2
Eighth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2011,12.2
Eighth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2012,12.2
Eighth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2013,12.2
Eighth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2014,12.3
Eighth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,12.3
Eighth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,12.3
Eighth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,12.2
Eighth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,12.2
Eighth decile,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,12.2
Eighth decile,European Union - 15 countries (1995-2004),1995,12.0
Eighth decile,European Union - 15 countries (1995-2004),1996,12.0
Eighth decile,European Union - 15 countries (1995-2004),1997,12.0
Eighth decile,European Union - 15 countries (1995-2004),1998,12.0
Eighth decile,European Union - 15 countries (1995-2004),1999,12.0
Eighth decile,European Union - 15 countries (1995-2004),2000,12.0
Eighth decile,European Union - 15 countries (1995-2004),2001,12.0
Eighth decile,European Union - 27 countries (2007-2013),2005,12.0
Eighth decile,European Union - 27 countries (2007-2013),2006,12.1
Eighth decile,European Union - 27 countries (2007-2013),2007,12.2
Eighth decile,European Union - 27 countries (2007-2013),2008,12.0
Eighth decile,European Union - 27 countries (2007-2013),2009,12.1
Eighth decile,European Union - 27 countries (2007-2013),2010,12.2
Eighth decile,European Union - 27 countries (2007-2013),2011,12.2
Eighth decile,European Union - 27 countries (2007-2013),2012,12.2
Eighth decile,European Union - 27 countries (2007-2013),2013,12.2
Eighth decile,European Union - 27 countries (2007-2013),2014,12.3
Eighth decile,European Union - 27 countries (2007-2013),2015,12.2
Eighth decile,European Union - 27 countries (2007-2013),2016,12.3
Eighth decile,European Union - 27 countries (2007-2013),2017,12.2
Eighth decile,European Union - 27 countries (2007-2013),2018,12.2
Eighth decile,European Union - 27 countries (2007-2013),2019,12.2
Eighth decile,European Union - 27 countries (from 2020),2010,12.2
Eighth decile,European Union - 27 countries (from 2020),2011,12.2
Eighth decile,European Union - 27 countries (from 2020),2012,12.2
Eighth decile,European Union - 27 countries (from 2020),2013,12.2
Eighth decile,European Union - 27 countries (from 2020),2014,12.3
Eighth decile,European Union - 27 countries (from 2020),2015,12.2
Eighth decile,European Union - 27 countries (from 2020),2016,12.3
Eighth decile,European Union - 27 countries (from 2020),2017,12.2
Eighth decile,European Union - 27 countries (from 2020),2018,12.2
Eighth decile,European Union - 27 countries (from 2020),2019,12.2
Eighth decile,European Union - 27 countries (from 2020),2020,12.2
Eighth decile,European Union - 27 countries (from 2020),2021,12.2
Eighth decile,European Union - 28 countries (2013-2020),2010,12.2
Eighth decile,European Union - 28 countries (2013-2020),2011,12.2
Eighth decile,European Union - 28 countries (2013-2020),2012,12.2
Eighth decile,European Union - 28 countries (2013-2020),2013,12.2
Eighth decile,European Union - 28 countries (2013-2020),2014,12.3
Eighth decile,European Union - 28 countries (2013-2020),2015,12.3
Eighth decile,European Union - 28 countries (2013-2020),2016,12.3
Eighth decile,European Union - 28 countries (2013-2020),2017,12.2
Eighth decile,European Union - 28 countries (2013-2020),2018,12.2
Eighth decile,European Union - 28 countries (2013-2020),2019,12.2
Eighth decile,Finland,1996,12.0
Eighth decile,Finland,1997,12.0
Eighth decile,Finland,1998,12.0
Eighth decile,Finland,1999,12.0
Eighth decile,Finland,2000,12.0
Eighth decile,Finland,2001,12.0
Eighth decile,Finland,2004,11.7
Eighth decile,Finland,2005,11.8
Eighth decile,Finland,2006,11.7
Eighth decile,Finland,2007,11.8
Eighth decile,Finland,2008,11.9
Eighth decile,Finland,2009,11.9
Eighth decile,Finland,2010,11.9
Eighth decile,Finland,2011,12.0
Eighth decile,Finland,2012,11.9
Eighth decile,Finland,2013,12.0
Eighth decile,Finland,2014,12.0
Eighth decile,Finland,2015,12.0
Eighth decile,Finland,2016,11.9
Eighth decile,Finland,2017,11.9
Eighth decile,Finland,2018,11.8
Eighth decile,Finland,2019,11.9
Eighth decile,Finland,2020,11.9
Eighth decile,Finland,2021,11.7
Eighth decile,France,1995,12.0
Eighth decile,France,1996,12.0
Eighth decile,France,1997,12.0
Eighth decile,France,1998,12.0
Eighth decile,France,1999,12.0
Eighth decile,France,2000,12.0
Eighth decile,France,2001,12.0
Eighth decile,France,2004,11.9
Eighth decile,France,2005,11.9
Eighth decile,France,2006,11.9
Eighth decile,France,2007,12.0
Eighth decile,France,2008,11.5
Eighth decile,France,2009,11.5
Eighth decile,France,2010,11.7
Eighth decile,France,2011,11.5
Eighth decile,France,2012,11.6
Eighth decile,France,2013,11.5
Eighth decile,France,2014,11.5
Eighth decile,France,2015,11.6
Eighth decile,France,2016,11.5
Eighth decile,France,2017,11.6
Eighth decile,France,2018,11.6
Eighth decile,France,2019,11.4
Eighth decile,France,2020,11.8
Eighth decile,France,2021,11.7
Eighth decile,Croatia,2010,12.8
Eighth decile,Croatia,2011,12.6
Eighth decile,Croatia,2012,12.6
Eighth decile,Croatia,2013,12.8
Eighth decile,Croatia,2014,12.8
Eighth decile,Croatia,2015,12.6
Eighth decile,Croatia,2016,12.6
Eighth decile,Croatia,2017,12.7
Eighth decile,Croatia,2018,12.7
Eighth decile,Croatia,2019,12.6
Eighth decile,Croatia,2020,12.6
Eighth decile,Croatia,2021,12.7
Eighth decile,Hungary,2005,11.7
Eighth decile,Hungary,2006,11.5
Eighth decile,Hungary,2007,11.9
Eighth decile,Hungary,2008,11.8
Eighth decile,Hungary,2009,11.9
Eighth decile,Hungary,2010,12.0
Eighth decile,Hungary,2011,12.1
Eighth decile,Hungary,2012,12.0
Eighth decile,Hungary,2013,12.0
Eighth decile,Hungary,2014,11.9
Eighth decile,Hungary,2015,12.2
Eighth decile,Hungary,2016,12.3
Eighth decile,Hungary,2017,12.2
Eighth decile,Hungary,2018,12.0
Eighth decile,Hungary,2019,12.0
Eighth decile,Hungary,2020,12.2
Eighth decile,Hungary,2021,12.1
Eighth decile,Ireland,1995,12.0
Eighth decile,Ireland,1996,12.0
Eighth decile,Ireland,1997,12.0
Eighth decile,Ireland,1998,12.0
Eighth decile,Ireland,1999,12.0
Eighth decile,Ireland,2000,12.0
Eighth decile,Ireland,2001,12.0
Eighth decile,Ireland,2003,12.3
Eighth decile,Ireland,2004,12.2
Eighth decile,Ireland,2005,12.2
Eighth decile,Ireland,2006,12.0
Eighth decile,Ireland,2007,12.4
Eighth decile,Ireland,2008,12.2
Eighth decile,Ireland,2009,12.4
Eighth decile,Ireland,2010,12.3
Eighth decile,Ireland,2011,12.4
Eighth decile,Ireland,2012,12.5
Eighth decile,Ireland,2013,12.3
Eighth decile,Ireland,2014,12.3
Eighth decile,Ireland,2015,12.4
Eighth decile,Ireland,2016,12.2
Eighth decile,Ireland,2017,12.2
Eighth decile,Ireland,2018,12.1
Eighth decile,Ireland,2019,11.9
Eighth decile,Ireland,2020,12.1
Eighth decile,Ireland,2021,12.0
Eighth decile,Iceland,2004,11.7
Eighth decile,Iceland,2005,11.5
Eighth decile,Iceland,2006,11.4
Eighth decile,Iceland,2007,11.3
Eighth decile,Iceland,2008,11.4
Eighth decile,Iceland,2009,11.1
Eighth decile,Iceland,2010,11.6
Eighth decile,Iceland,2011,11.7
Eighth decile,Iceland,2012,11.9
Eighth decile,Iceland,2013,11.8
Eighth decile,Iceland,2014,11.7
Eighth decile,Iceland,2015,11.5
Eighth decile,Iceland,2016,11.6
Eighth decile,Iceland,2017,11.6
Eighth decile,Iceland,2018,11.6
Eighth decile,Italy,1995,13.0
Eighth decile,Italy,1996,13.0
Eighth decile,Italy,1997,13.0
Eighth decile,Italy,1998,13.0
Eighth decile,Italy,1999,13.0
Eighth decile,Italy,2000,13.0
Eighth decile,Italy,2001,13.0
Eighth decile,Italy,2004,12.2
Eighth decile,Italy,2005,12.2
Eighth decile,Italy,2006,12.4
Eighth decile,Italy,2007,12.4
Eighth decile,Italy,2008,12.4
Eighth decile,Italy,2009,12.4
Eighth decile,Italy,2010,12.4
Eighth decile,Italy,2011,12.3
Eighth decile,Italy,2012,12.3
Eighth decile,Italy,2013,12.3
Eighth decile,Italy,2014,12.4
Eighth decile,Italy,2015,12.5
Eighth decile,Italy,2016,12.6
Eighth decile,Italy,2017,12.5
Eighth decile,Italy,2018,12.4
Eighth decile,Italy,2019,12.5
Eighth decile,Italy,2020,12.5
Eighth decile,Italy,2021,12.4
Eighth decile,Lithuania,2005,12.4
Eighth decile,Lithuania,2006,12.4
Eighth decile,Lithuania,2007,12.3
Eighth decile,Lithuania,2008,12.0
Eighth decile,Lithuania,2009,12.3
Eighth decile,Lithuania,2010,12.5
Eighth decile,Lithuania,2011,12.6
Eighth decile,Lithuania,2012,12.6
Eighth decile,Lithuania,2013,12.3
Eighth decile,Lithuania,2014,12.4
Eighth decile,Lithuania,2015,12.1
Eighth decile,Lithuania,2016,12.5
Eighth decile,Lithuania,2017,12.3
Eighth decile,Lithuania,2018,12.4
Eighth decile,Lithuania,2019,12.6
Eighth decile,Lithuania,2020,12.2
Eighth decile,Lithuania,2021,11.9
Eighth decile,Luxembourg,1995,12.0
Eighth decile,Luxembourg,1996,12.0
Eighth decile,Luxembourg,1997,12.0
Eighth decile,Luxembourg,1998,12.0
Eighth decile,Luxembourg,1999,12.0
Eighth decile,Luxembourg,2000,12.0
Eighth decile,Luxembourg,2001,12.0
Eighth decile,Luxembourg,2003,11.8
Eighth decile,Luxembourg,2004,11.8
Eighth decile,Luxembourg,2005,12.1
Eighth decile,Luxembourg,2006,11.7
Eighth decile,Luxembourg,2007,12.0
Eighth decile,Luxembourg,2008,11.8
Eighth decile,Luxembourg,2009,11.8
Eighth decile,Luxembourg,2010,12.3
Eighth decile,Luxembourg,2011,12.3
Eighth decile,Luxembourg,2012,12.3
Eighth decile,Luxembourg,2013,12.1
Eighth decile,Luxembourg,2014,12.5
Eighth decile,Luxembourg,2015,12.2
Eighth decile,Luxembourg,2016,12.2
Eighth decile,Luxembourg,2017,12.4
Eighth decile,Luxembourg,2018,12.3
Eighth decile,Luxembourg,2019,12.2
Eighth decile,Luxembourg,2020,12.4
Eighth decile,Luxembourg,2021,12.5
Eighth decile,Latvia,2005,12.3
Eighth decile,Latvia,2006,12.4
Eighth decile,Latvia,2007,12.7
Eighth decile,Latvia,2008,12.8
Eighth decile,Latvia,2009,12.8
Eighth decile,Latvia,2010,12.6
Eighth decile,Latvia,2011,12.6
Eighth decile,Latvia,2012,12.4
Eighth decile,Latvia,2013,12.6
Eighth decile,Latvia,2014,12.6
Eighth decile,Latvia,2015,12.7
Eighth decile,Latvia,2016,12.6
Eighth decile,Latvia,2017,12.8
Eighth decile,Latvia,2018,12.7
Eighth decile,Latvia,2019,12.7
Eighth decile,Latvia,2020,12.3
Eighth decile,Latvia,2021,12.4
Eighth decile,Montenegro,2013,13.4
Eighth decile,Montenegro,2014,13.0
Eighth decile,Montenegro,2015,13.1
Eighth decile,Montenegro,2016,12.9
Eighth decile,Montenegro,2017,12.5
Eighth decile,Montenegro,2018,13.0
Eighth decile,Montenegro,2019,12.9
Eighth decile,Montenegro,2020,12.8
Eighth decile,North Macedonia,2012,13.4
Eighth decile,North Macedonia,2013,13.4
Eighth decile,North Macedonia,2014,13.1
Eighth decile,North Macedonia,2015,13.0
Eighth decile,North Macedonia,2016,13.1
Eighth decile,North Macedonia,2017,13.1
Eighth decile,North Macedonia,2018,13.1
Eighth decile,North Macedonia,2019,13.1
Eighth decile,North Macedonia,2020,13.2
Eighth decile,Malta,2005,12.5
Eighth decile,Malta,2006,12.3
Eighth decile,Malta,2007,12.4
Eighth decile,Malta,2008,12.5
Eighth decile,Malta,2009,12.4
Eighth decile,Malta,2010,12.3
Eighth decile,Malta,2011,12.4
Eighth decile,Malta,2012,12.2
Eighth decile,Malta,2013,12.1
Eighth decile,Malta,2014,12.2
Eighth decile,Malta,2015,12.2
Eighth decile,Malta,2016,12.2
Eighth decile,Malta,2017,12.1
Eighth decile,Malta,2018,12.1
Eighth decile,Malta,2019,12.4
Eighth decile,Malta,2020,12.1
Eighth decile,Malta,2021,12.1
Eighth decile,Netherlands,1995,12.0
Eighth decile,Netherlands,1996,12.0
Eighth decile,Netherlands,1997,12.0
Eighth decile,Netherlands,1998,12.0
Eighth decile,Netherlands,1999,12.0
Eighth decile,Netherlands,2000,12.0
Eighth decile,Netherlands,2001,12.0
Eighth decile,Netherlands,2005,11.9
Eighth decile,Netherlands,2006,11.9
Eighth decile,Netherlands,2007,11.7
Eighth decile,Netherlands,2008,11.6
Eighth decile,Netherlands,2009,11.7
Eighth decile,Netherlands,2010,11.9
Eighth decile,Netherlands,2011,12.0
Eighth decile,Netherlands,2012,11.9
Eighth decile,Netherlands,2013,11.8
Eighth decile,Netherlands,2014,12.0
Eighth decile,Netherlands,2015,11.8
Eighth decile,Netherlands,2016,12.0
Eighth decile,Netherlands,2017,12.0
Eighth decile,Netherlands,2018,11.9
Eighth decile,Netherlands,2019,12.0
Eighth decile,Netherlands,2020,11.7
Eighth decile,Netherlands,2021,11.9
Eighth decile,Norway,2003,11.2
Eighth decile,Norway,2004,11.4
Eighth decile,Norway,2005,11.0
Eighth decile,Norway,2006,11.3
Eighth decile,Norway,2007,11.9
Eighth decile,Norway,2008,11.8
Eighth decile,Norway,2009,11.9
Eighth decile,Norway,2010,11.8
Eighth decile,Norway,2011,11.8
Eighth decile,Norway,2012,11.9
Eighth decile,Norway,2013,11.9
Eighth decile,Norway,2014,11.8
Eighth decile,Norway,2015,11.8
Eighth decile,Norway,2016,11.8
Eighth decile,Norway,2017,11.8
Eighth decile,Norway,2018,11.9
Eighth decile,Norway,2019,11.8
Eighth decile,Norway,2020,11.8
Eighth decile,Poland,2005,12.3
Eighth decile,Poland,2006,12.3
Eighth decile,Poland,2007,12.1
Eighth decile,Poland,2008,12.1
Eighth decile,Poland,2009,12.1
Eighth decile,Poland,2010,12.2
Eighth decile,Poland,2011,12.2
Eighth decile,Poland,2012,12.2
Eighth decile,Poland,2013,12.2
Eighth decile,Poland,2014,12.2
Eighth decile,Poland,2015,12.2
Eighth decile,Poland,2016,12.4
Eighth decile,Poland,2017,12.0
Eighth decile,Poland,2018,12.1
Eighth decile,Poland,2019,12.1
Eighth decile,Poland,2020,12.1
Eighth decile,Poland,2021,12.2
Eighth decile,Portugal,1995,12.0
Eighth decile,Portugal,1996,12.0
Eighth decile,Portugal,1997,12.0
Eighth decile,Portugal,1998,12.0
Eighth decile,Portugal,1999,12.0
Eighth decile,Portugal,2000,12.0
Eighth decile,Portugal,2001,12.0
Eighth decile,Portugal,2004,11.8
Eighth decile,Portugal,2005,11.5
Eighth decile,Portugal,2006,11.5
Eighth decile,Portugal,2007,11.9
Eighth decile,Portugal,2008,11.8
Eighth decile,Portugal,2009,11.7
Eighth decile,Portugal,2010,12.0
Eighth decile,Portugal,2011,11.9
Eighth decile,Portugal,2012,11.9
Eighth decile,Portugal,2013,12.1
Eighth decile,Portugal,2014,12.3
Eighth decile,Portugal,2015,12.2
Eighth decile,Portugal,2016,12.3
Eighth decile,Portugal,2017,12.0
Eighth decile,Portugal,2018,12.1
Eighth decile,Portugal,2019,11.9
Eighth decile,Portugal,2020,12.0
Eighth decile,Portugal,2021,12.1
Eighth decile,Romania,2007,12.5
Eighth decile,Romania,2008,12.6
Eighth decile,Romania,2009,12.6
Eighth decile,Romania,2010,12.7
Eighth decile,Romania,2011,12.8
Eighth decile,Romania,2012,13.0
Eighth decile,Romania,2013,12.9
Eighth decile,Romania,2014,13.2
Eighth decile,Romania,2015,12.7
Eighth decile,Romania,2016,13.4
Eighth decile,Romania,2017,13.3
Eighth decile,Romania,2018,13.3
Eighth decile,Romania,2019,13.2
Eighth decile,Romania,2020,13.2
Eighth decile,Romania,2021,13.2
Eighth decile,Serbia,2013,12.9
Eighth decile,Serbia,2014,13.0
Eighth decile,Serbia,2015,12.9
Eighth decile,Serbia,2016,12.8
Eighth decile,Serbia,2017,12.9
Eighth decile,Serbia,2018,13.1
Eighth decile,Serbia,2019,12.2
Eighth decile,Serbia,2020,12.2
Eighth decile,Sweden,2004,12.2
Eighth decile,Sweden,2005,12.0
Eighth decile,Sweden,2006,12.1
Eighth decile,Sweden,2007,12.0
Eighth decile,Sweden,2008,12.1
Eighth decile,Sweden,2009,12.0
Eighth decile,Sweden,2010,12.2
Eighth decile,Sweden,2011,12.3
Eighth decile,Sweden,2012,12.3
Eighth decile,Sweden,2013,12.3
Eighth decile,Sweden,2014,12.3
Eighth decile,Sweden,2015,12.4
Eighth decile,Sweden,2016,12.3
Eighth decile,Sweden,2017,12.1
Eighth decile,Sweden,2018,12.3
Eighth decile,Sweden,2019,12.4
Eighth decile,Sweden,2020,12.3
Eighth decile,Sweden,2021,12.3
Eighth decile,Slovenia,2005,12.0
Eighth decile,Slovenia,2006,12.1
Eighth decile,Slovenia,2007,12.0
Eighth decile,Slovenia,2008,12.0
Eighth decile,Slovenia,2009,11.9
Eighth decile,Slovenia,2010,12.1
Eighth decile,Slovenia,2011,12.1
Eighth decile,Slovenia,2012,12.1
Eighth decile,Slovenia,2013,12.1
Eighth decile,Slovenia,2014,12.1
Eighth decile,Slovenia,2015,12.0
Eighth decile,Slovenia,2016,12.1
Eighth decile,Slovenia,2017,12.2
Eighth decile,Slovenia,2018,12.0
Eighth decile,Slovenia,2019,11.9
Eighth decile,Slovenia,2020,12.0
Eighth decile,Slovenia,2021,12.0
Eighth decile,Slovakia,2005,12.0
Eighth decile,Slovakia,2006,11.3
Eighth decile,Slovakia,2007,11.8
Eighth decile,Slovakia,2008,11.9
Eighth decile,Slovakia,2009,11.9
Eighth decile,Slovakia,2010,12.1
Eighth decile,Slovakia,2011,12.1
Eighth decile,Slovakia,2012,12.3
Eighth decile,Slovakia,2013,12.3
Eighth decile,Slovakia,2014,11.9
Eighth decile,Slovakia,2015,12.2
Eighth decile,Slovakia,2016,12.0
Eighth decile,Slovakia,2017,12.1
Eighth decile,Slovakia,2018,12.3
Eighth decile,Slovakia,2019,12.4
Eighth decile,Slovakia,2020,12.3
Eighth decile,Türkiye,2006,12.0
Eighth decile,Türkiye,2007,11.6
Eighth decile,Türkiye,2008,11.9
Eighth decile,Türkiye,2009,11.7
Eighth decile,Türkiye,2010,11.9
Eighth decile,Türkiye,2011,11.7
Eighth decile,Türkiye,2012,11.8
Eighth decile,Türkiye,2013,11.7
Eighth decile,Türkiye,2014,11.9
Eighth decile,Türkiye,2015,11.8
Eighth decile,Türkiye,2016,11.4
Eighth decile,Türkiye,2017,11.3
Eighth decile,Türkiye,2018,11.2
Eighth decile,Türkiye,2019,11.6
Eighth decile,Türkiye,2020,11.4
Eighth decile,United Kingdom,1995,12.0
Eighth decile,United Kingdom,1996,12.0
Eighth decile,United Kingdom,1997,12.0
Eighth decile,United Kingdom,1998,13.0
Eighth decile,United Kingdom,1999,12.0
Eighth decile,United Kingdom,2000,12.0
Eighth decile,United Kingdom,2001,12.0
Eighth decile,United Kingdom,2005,12.0
Eighth decile,United Kingdom,2006,12.4
Eighth decile,United Kingdom,2007,12.1
Eighth decile,United Kingdom,2008,11.9
Eighth decile,United Kingdom,2009,12.2
Eighth decile,United Kingdom,2010,12.1
Eighth decile,United Kingdom,2011,12.1
Eighth decile,United Kingdom,2012,12.3
Eighth decile,United Kingdom,2013,12.4
Eighth decile,United Kingdom,2014,12.4
Eighth decile,United Kingdom,2015,12.3
Eighth decile,United Kingdom,2016,12.3
Eighth decile,United Kingdom,2017,12.2
Eighth decile,United Kingdom,2018,12.2
Eighth decile,Kosovo (under United Nations Security Council Resolution 1244/99),2018,13.3
Ninth decile,Albania,2017,16.4
Ninth decile,Albania,2018,16.1
